StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_BallotBoxStuffing,Informed Consent,NHST Screener ,Age Screener ,Position ,Appointment ,Appointment _4_TEXT,Gender,Gender_5_TEXT,Minority Status,country,HARKing V._4,Optional Stopping V._4,Hide Imputation V._1,Switch Analysis V._1,Selective Cov. V. _1,Exclude Selective V._1,Underreport Res. V._1,Omit non-sig. V._1,Selective Outcome V._1,Round P-value V._1,Hide Problems V._1,Attention Check,Descriptive 1,Injunctive 1,Engaged 1,Use 1,Support 1,Descriptive 2,Injunctive 2,Engaged 2,Use 2,Support 2,Descriptive 3,Injunctive 3,Engaged 3,Use 3,Support 3,Descriptive 4,Injunctive 4,Engaged 4,Use 4 ,Support 4 ,Descriptive 5,Injunctive 5,Engaged 5,Use 5,Support 5,Descriptive 6,Injunctive 6,Engaged 6,Use 6,Support 6 ,Descriptive 7,Injunctive 7,Engaged 7,Use 7 ,Support 7,Descriptive 8,Injunctive 8,Engaged 8,Use 8,Support 8,Descriptive 9,Injunctive 9,Engaged 9,Use 9,Support 9,Descriptive 10,Injunctive 10,Engaged 10,Use 10,Support 10,Descriptive 11,Injunctive 11,Engaged 11,Use 11 ,Support 11,Q99,PPQr_1,PPQr_2,PPQr_3,PPQr_4,PPQr_5,PPQr_6,PPQr_7,PPQr_8,PPQr_9,PPQr_10,PPQr_11,PPQr_12,PPQr_13,PPQr_14,PPQr_15,PPQr_16,PPQr_17,PPQr_18,PPQr_19,Social Desirability_1,Social Desirability_2,Social Desirability_3,Social Desirability_4,Social Desirability_5,Social Desirability_6,Social Desirability_7,Social Desirability_8,Social Desirability_9,Social Desirability_10,Social Desirability_11,Social Desirability_12,Social Desirability_13,Feedback,Q104,HARKing Statement A,Optional Stopping Statement A,Hide Imputation Statement A,Switch Analysis Selectively Statement A,Selectively Include Covariates Statement A,Exclude Data Selectively Statement A,Underreport Results Statement A,Omit non-significant Statement A,Selectively Report Outcomes Statement A,Round P-Values Statement A,Hide Problems Statement A
10/18/24 2:22,10/18/24 2:40,IP Address,129.241.236.77,100,1072,TRUE,10/18/24 2:40,R_2quoBSFGqwX0PHH,,,,,63.4277,10.4012,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Business school,,Male,,No,Norway,-5,5,5,-5,5,-5,4.9,-5,2.5,5,-5,Agree,90,Strongly approve,Yes,10,Almost always,5,Somewhat disapprove,Yes,10,Often,10,Strongly disapprove,No,,Never,0,Somewhat approve,No,,Rarely,50,Somewhat approve,No,,Never,60,Somewhat approve,No,,Never,50,Somewhat approve,No,,Often,60,Somewhat approve,No,,Never,50,Somewhat approve,No,,Never,90,Somewhat approve,No,,Never,80,Somewhat approve,No,,Never,No,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Agree,Totally agree,Totally agree,Totally agree,Totally agree,Disagree,Neither agree nor disagree,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Disagree,Neither agree nor disagree,Totally disagree,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Report your findings without noting the imputation,Simply report the results from your initial analysis,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory",Report all outcomes regardless of significance,Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/18/24 2:40,10/18/24 2:41,IP Address,218.22.21.22,100,60,TRUE,10/18/24 2:41,R_4cqIXugCsxLpp1C,,,,,31.8564,117.2661,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/24 2:44,10/18/24 2:44,IP Address,137.204.150.20,100,24,TRUE,10/18/24 2:44,R_27Jaf7bQtHhqh6h,,,,,44.488,11.3752,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/24 2:27,10/18/24 2:44,IP Address,84.193.26.19,100,1015,TRUE,10/18/24 2:44,R_8qy3BPLoAG367Id,,,,,50.9671,5.5003,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Male,,No,Belgium,5,5,5,-4.7,5,4.7,-4.2,-5,-5,5,4.8,Agree,15,Somewhat disapprove,No,,Never,10,Somewhat disapprove,No,,Rarely,10,Strongly disapprove,No,,Never,20,Somewhat disapprove,No,,Never,15,Somewhat disapprove,No,,Never,20,Strongly disapprove,No,,Never,10,Somewhat disapprove,No,,Never,10,Strongly disapprove,No,,Never,20,Strongly disapprove,No,,Never,10,Somewhat disapprove,No,,Never,10,Strongly disapprove,No,,Never,No,Disagree,Agree,Neither agree nor disagree,Totally disagree,Totally agree,Agree,Neither agree nor disagree,Totally agree,Agree,Agree,Agree,Agree,Agree,Totally agree,Totally agree,Neither agree nor disagree,Totally disagree,Totally agree,Totally disagree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Close data collection after obtaining the significant result,Report your findings without noting the imputation,Simply report the results from your initial analysis,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,"Report all results, regardless of relevance to the story you want to tell in the publication","Report all studies you ran, regardless of consistency with the theory",Report all outcomes regardless of significance,Round down the p-value to meet the significance threshold when submitting for publication,Omit mentioning this data quality issue
10/18/24 1:05,10/18/24 2:52,IP Address,14.139.122.139,100,6430,TRUE,10/18/24 2:52,R_4PHRKOcLGPjS9rY,,,,,23.0276,72.5871,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Business school,,Male,,No,India,-4.6,-4.6,2.6,-4.6,2.6,2.6,-4.6,-2.6,-4.6,4.6,2.6,Agree,80,Somewhat approve,Yes,60,Often,90,Strongly approve,Yes,100,Almost always,25,Somewhat approve,No,,Often,100,Strongly approve,Yes,100,Almost always,90,Somewhat disapprove,Yes,10,Often,25,Strongly disapprove,No,,Rarely,50,Somewhat approve,No,,Rarely,60,Strongly disapprove,No,,Often,95,Somewhat approve,Yes,90,Often,99,Strongly approve,Yes,95,Almost always,50,Somewhat disapprove,No,,Often,Yes,Totally agree,Totally agree,Agree,Agree,Neither agree nor disagree,Totally disagree,Totally agree,Agree,Totally agree,Totally agree,Disagree,Totally agree,Totally agree,Agree,Totally agree,Totally agree,Neither agree nor disagree,Totally agree,Totally disagree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,End and do not record my data,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)","Highlight only the relevant, significant outcomes",Round down the p-value to meet the significance threshold when submitting for publication,Omit mentioning this data quality issue
10/18/24 2:18,10/18/24 2:56,IP Address,94.63.162.166,100,2228,TRUE,10/18/24 2:56,R_8MPDz3Tj0dbSYrT,,,,,38.731,-9.1373,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Business school,,Male,,Yes,Portugal,5,-5,5,-5,-5,-2.6,-5,-2.7,-5,5,5,Agree,3,Strongly disapprove,No,,Never,75,Strongly approve,Yes,50,Often,0,Strongly disapprove,No,,Never,50,Strongly approve,Yes,36,Often,12,Strongly disapprove,No,,Often,0,Strongly disapprove,No,,Never,1,Strongly disapprove,No,,Rarely,1,Strongly disapprove,No,,Never,1,Strongly disapprove,No,,Never,45,Strongly approve,No,,Often,10,Strongly disapprove,No,,Never,No,Totally disagree,Totally agree,Totally disagree,Totally agree,Totally agree,Totally agree,Totally disagree,Totally agree,Totally agree,Totally agree,Totally agree,Totally agree,Totally disagree,Totally disagree,Totally agree,Totally agree,Totally disagree,Totally disagree,Totally disagree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/18/24 2:34,10/18/24 2:57,IP Address,85.235.71.79,100,1402,TRUE,10/18/24 2:57,R_83jjqVOY2OHZYDD,,,,,38.5358,-0.1351,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Male,,No,Spain,-4.5,-2.2,2.8,-2.6,4.8,2.8,-2.6,2.7,-2.4,-4.5,4.7,Agree,,Strongly disapprove,No,,Never,,Somewhat disapprove,No,,Rarely,,Strongly disapprove,No,,Never,,Somewhat approve,Yes,,Rarely,,Strongly disapprove,No,,Never,,Strongly disapprove,No,,Never,,Somewhat disapprove,No,,Rarely,,Strongly disapprove,No,,Never,,Strongly disapprove,No,,Never,,Strongly disapprove,No,,Never,,Strongly disapprove,No,,Never,No,Neither agree nor disagree,Totally agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Totally agree,Agree,Totally agree,Neither agree nor disagree,Neither agree nor disagree,Totally agree,Agree,Agree,Totally agree,Disagree,Totally disagree,Totally agree,Totally disagree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)","Highlight only the relevant, significant outcomes",Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/18/24 3:00,10/18/24 3:01,IP Address,89.64.94.151,100,49,TRUE,10/18/24 3:01,R_2eW91l7YkOs7WTJ,,,,,52.2296,21.0067,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/24 2:40,10/18/24 3:04,IP Address,155.69.183.58,100,1411,TRUE,10/18/24 3:04,R_4gUFUfS1WNZuP9m,,,,,1.3154,103.6498,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Other (please describe),public administration,Male,,No,Singapore,-5,-5,-2.6,5,-5,-5,3.3,-5,-1.4,-5,1.5,Agree,70,Strongly approve,Yes,70,Often,50,Somewhat approve,No,,Almost always,80,Somewhat disapprove,No,,Never,90,Strongly approve,Yes,90,Almost always,80,Somewhat disapprove,No,,Rarely,80,Somewhat approve,Yes,80,Rarely,90,Somewhat approve,No,,Often,90,Somewhat approve,Yes,90,Often,90,Strongly approve,Yes,90,Often,80,Somewhat approve,Yes,80,Often,70,Somewhat disapprove,No,,Never,Yes,Disagree,Totally disagree,Totally disagree,Totally disagree,Totally agree,Totally agree,Agree,Totally agree,Totally agree,Totally disagree,Totally agree,Totally agree,Totally agree,Totally disagree,Totally agree,Totally agree,Totally disagree,Totally agree,Totally disagree,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Close data collection after obtaining the significant result,Report your findings without noting the imputation,Simply report the results from your initial analysis,Report all covariates in the model regardless of significance,Rerun the analyses and report those results if they are significant,"Report all results, regardless of relevance to the story you want to tell in the publication","Report all studies you ran, regardless of consistency with the theory","Highlight only the relevant, significant outcomes",Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/18/24 3:05,10/18/24 3:06,IP Address,213.118.122.96,100,74,TRUE,10/18/24 3:06,R_2ZZUA0Ex2XCGNhS,,,,,51.2196,2.9272,email,EN,0.699999988,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/24 3:08,10/18/24 3:09,IP Address,77.241.232.4,100,31,TRUE,10/18/24 3:09,R_2EyABE2wNFtavrG,,,,,52.3996,4.6537,email,EN,0.800000012,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/24 2:57,10/18/24 3:11,IP Address,82.101.255.208,100,863,TRUE,10/18/24 3:11,R_2qfhMLPDCVuAa2x,,,,,52.1444,4.4707,email,EN,1,,I agree,Yes,Yes,Graduate student,Business school,,Female,,No,Belgium,2.8,5,-2.4,-1.1,-2.1,-2.8,-2.6,-5,2.7,3.1,2.5,Agree,30,Strongly disapprove,No,,Never,50,Somewhat approve,No,,Often,20,Strongly disapprove,No,,Rarely,60,Somewhat approve,Yes,20,Rarely,60,Somewhat approve,Yes,20,Rarely,13,Strongly disapprove,No,,Rarely,50,Somewhat disapprove,Yes,20,Rarely,50,Somewhat approve,Yes,20,Rarely,60,Somewhat approve,No,,Rarely,65,Somewhat approve,Yes,40,Often,10,Strongly disapprove,No,,Never,No,Disagree,Totally agree,Disagree,Disagree,Agree,Disagree,Agree,Totally agree,Totally agree,Disagree,Neither agree nor disagree,Totally agree,Totally agree,Agree,Agree,Disagree,Disagree,Agree,Totally disagree,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory","Highlight only the relevant, significant outcomes",Round down the p-value to meet the significance threshold when submitting for publication,Omit mentioning this data quality issue
10/18/24 3:11,10/18/24 3:11,IP Address,176.136.190.59,100,23,TRUE,10/18/24 3:11,R_2YabLDNlSrjdSrv,,,,,47.2075,-1.7237,email,EN,0.8999999761581421,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/24 3:12,10/18/24 3:12,IP Address,158.94.104.197,100,23,TRUE,10/18/24 3:12,R_22sNqJXXRESrHlh,,,,,51.6484,-0.4931,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/24 3:12,10/18/24 3:12,IP Address,46.208.230.248,100,27,TRUE,10/18/24 3:12,R_82lu5abmzSaeqha,,,,,53.5161,-1.6173,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/24 2:12,10/18/24 3:14,IP Address,202.186.124.183,100,3710,TRUE,10/18/24 3:14,R_4xWfXr5ZHWMqEUu,,,,,3.1386,101.5821,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Male,,Yes,Malaysia,5,-5,5,-2.7,5,2.5,-2.5,-5,5,5,5,Agree,10,Strongly disapprove,No,,Never,10,Somewhat disapprove,No,,Rarely,30,Somewhat disapprove,No,,Never,60,Somewhat approve,No,,Rarely,35,Somewhat approve,No,,Rarely,30,Somewhat disapprove,No,,Never,20,Strongly disapprove,No,,Never,30,Somewhat disapprove,No,,Never,50,Somewhat approve,No,,Never,20,Somewhat disapprove,No,,Rarely,20,Strongly disapprove,No,,Never,No,Neither agree nor disagree,Neither agree nor disagree,Agree,Totally disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Totally agree,Agree,Totally agree,Agree,Totally agree,Disagree,Agree,Agree,Totally disagree,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Continue collecting data as preregistered,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,"Report all results, regardless of relevance to the story you want to tell in the publication","Report all studies you ran, regardless of consistency with the theory","Highlight only the relevant, significant outcomes",Round down the p-value to meet the significance threshold when submitting for publication,Omit mentioning this data quality issue
10/18/24 2:49,10/18/24 3:18,IP Address,145.40.147.50,100,1732,TRUE,10/18/24 3:18,R_8um7qprsE5vx7ln,,,,,50.9169,-1.422,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Other (please describe),Health Sciences,Male,,No,United Kingdom of Great Britain and Northern Ireland,2.6,-5,5,3.6,-2.6,3.6,3.6,5,-2.6,-5,5,Agree,50,Strongly disapprove,No,,Never,50,Somewhat disapprove,No,,Rarely,20,Strongly disapprove,No,,Never,90,Somewhat disapprove,Yes,30,Rarely,100,Somewhat disapprove,Yes,20,Rarely,75,Strongly disapprove,No,,Rarely,90,Somewhat disapprove,Yes,30,Rarely,95,Somewhat disapprove,Yes,10,Rarely,95,Somewhat disapprove,No,,Never,75,Strongly disapprove,No,,Never,50,Strongly disapprove,No,,Never,No,Disagree,Agree,Neither agree nor disagree,Totally disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Totally agree,Agree,Totally agree,Totally agree,Agree,Disagree,Totally agree,Totally disagree,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Continue collecting data as preregistered,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Report all covariates in the model regardless of significance,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/18/24 3:03,10/18/24 3:25,IP Address,77.153.12.241,100,1328,TRUE,10/18/24 3:25,R_26yClbrUCLDgiUF,,,,,45.3016,5.4845,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Business school,,Female,,Yes,France,-4.7,-4.6,5,2.6,-4.6,-3.8,-4.5,4.4,2.7,,,Agree,70,Somewhat approve,Yes,20,,85,Somewhat approve,No,,,,Strongly disapprove,No,,Never,80,Somewhat approve,Yes,10,,20,Strongly disapprove,No,,Never,,,No,,Rarely,100,Strongly approve,Yes,100,Almost always,20,Strongly disapprove,No,,Never,,Somewhat disapprove,No,,Never,80,Somewhat approve,No,,,70,Somewhat approve,Yes,10,Never,Yes,Neither agree nor disagree,Agree,Agree,Totally disagree,Totally agree,Disagree,Totally agree,Totally agree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Totally agree,Totally agree,Disagree,Disagree,Neither agree nor disagree,Totally disagree,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Report your findings without noting the imputation,Simply report the results from your initial analysis,Report all covariates in the model regardless of significance,Rerun the analyses and report those results if they are significant,"Report all results, regardless of relevance to the story you want to tell in the publication","Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/18/24 3:01,10/18/24 3:26,IP Address,83.6.174.87,100,1486,TRUE,10/18/24 3:26,R_2gpFYvhWkOZDsWK,,,,,51.2486,22.56,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Business school,,Female,,No,Poland,-0.3,-5,-2.4,5,-5,-4.8,4.8,-5,5,4.7,-1.9,Agree,90,Somewhat approve,No,,Never,20,Somewhat approve,No,,Rarely,70,Somewhat approve,No,,Never,90,Somewhat approve,Yes,10,Rarely,40,Somewhat disapprove,No,,Never,30,Somewhat disapprove,No,,Never,100,Strongly approve,Yes,100,Often,40,Somewhat disapprove,No,,Rarely,80,Somewhat approve,No,,Never,99,Somewhat approve,Yes,0,Never,80,Somewhat approve,Yes,5,Never,No,Totally agree,Totally agree,Totally agree,Totally agree,Disagree,Disagree,Totally agree,Totally agree,Totally agree,Agree,Totally disagree,Totally agree,Disagree,Agree,Disagree,Neither agree nor disagree,Totally agree,Disagree,Totally disagree,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Continue collecting data as preregistered,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Report all covariates in the model regardless of significance,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory","Highlight only the relevant, significant outcomes",Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/18/24 3:11,10/18/24 3:36,IP Address,220.255.181.90,100,1495,TRUE,10/18/24 3:36,R_43UBPbdUHkREbJQ,,,,,1.2868,103.8503,email,EN,1,,I agree,Yes,Yes,Graduate student,Other (please describe),University,Male,,Yes,Singapore,-4.8,-4.9,-4.7,0,5,0,4.9,2.6,0,4.9,0.1,Agree,20,Somewhat disapprove,No,,Rarely,90,Somewhat approve,Yes,,,10,Somewhat disapprove,No,,Never,,,,,Often,,,,,Rarely,,,,,,,,,,,10,Somewhat disapprove,No,,Rarely,,,,,Rarely,5,Strongly disapprove,No,,Never,,,,,,Yes,Neither agree nor disagree,Totally disagree,Neither agree nor disagree,Disagree,Totally agree,Neither agree nor disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Totally disagree,Agree,Totally agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Totally agree,Totally disagree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/18/24 3:28,10/18/24 3:47,IP Address,195.169.40.30,100,1165,TRUE,10/18/24 3:47,R_6q8cZphTp172XTD,,,,,52.3712,4.9044,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Other (please describe),retired,Male,,No,Netherlands,2.7,-5,5,-2.8,4.7,2.7,-2.4,5,-2.2,5,-5,Agree,50,Somewhat approve,Yes,5,Never,0,Strongly approve,No,,Never,5,Strongly disapprove,No,,Never,80,Somewhat approve,Yes,20,Rarely,80,Somewhat approve,No,,Rarely,50,Strongly disapprove,No,,Rarely,90,Somewhat approve,Yes,0,Rarely,20,Somewhat approve,Yes,0,Never,80,Somewhat disapprove,No,,Rarely,0,Somewhat approve,No,,Never,20,Somewhat disapprove,No,,Never,No,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Totally agree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Totally disagree,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,End survey,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Continue collecting data as preregistered,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,"Report all results, regardless of relevance to the story you want to tell in the publication","Report only those studies that 'worked' (i.e., consistent with the motivation theory)","Highlight only the relevant, significant outcomes",Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/18/24 3:43,10/18/24 3:53,IP Address,90.90.175.164,100,644,TRUE,10/18/24 3:53,R_2WSXAx0BCYP8F7j,,,,,48.8384,2.2446,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Other (please describe),Research in Management science,Female,,No,France,2.7,2.6,-5,,-5,,-2.5,2.6,2.7,-5,-2.6,Agree,80,Somewhat approve,Yes,60,Often,50,Somewhat disapprove,No,,Rarely,40,Strongly disapprove,No,,Never,80,Somewhat approve,Yes,30,Often,30,Somewhat disapprove,No,,Never,50,Somewhat disapprove,No,,Rarely,80,Somewhat approve,Yes,50,Often,40,Somewhat disapprove,No,,Rarely,50,Somewhat disapprove,No,,Rarely,30,Strongly disapprove,No,,Never,30,Strongly disapprove,No,,Never,Yes,Neither agree nor disagree,Totally agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Totally agree,Totally agree,Totally agree,Agree,Disagree,Totally agree,Agree,Agree,Totally agree,Totally disagree,Neither agree nor disagree,Disagree,Totally disagree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Simply report the results from your initial analysis,Report all covariates in the model regardless of significance,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Mention the data quality issue
